L Option,R Option,Counter,Outcome Class,LGF Winner,RGF Winner
5,6,73,L,L,L
5,6,74,N,L,R
5,6,75,R,R,R
5,6,76,N,L,R
5,6,77,P,R,L
5,6,78,P,R,L
5,6,79,P,R,L
5,6,80,P,R,L
5,6,81,R,R,R
5,6,82,L,L,L
5,6,83,N,L,R
5,6,84,R,R,R
5,6,85,N,L,R
5,6,86,P,R,L
5,6,87,N,L,R
5,6,88,L,L,L
5,6,89,L,L,L
5,6,90,R,R,R
5,6,91,N,L,R
5,6,92,R,R,R
5,6,93,P,R,L
5,6,94,P,R,L
5,6,95,P,R,L
5,6,96,R,R,R
5,6,97,P,R,L
5,6,98,N,L,R
5,6,99,N,L,R
5,6,100,N,L,R
5,7,1,P,R,L
5,7,2,P,R,L
5,7,3,P,R,L
5,7,4,P,R,L
5,7,5,L,L,L
5,7,6,L,L,L
5,7,7,N,L,R
5,7,8,P,R,L
5,7,9,R,R,R
5,7,10,N,L,R
5,7,11,N,L,R
5,7,12,P,R,L
5,7,13,L,L,L
5,7,14,L,L,L
5,7,15,R,R,R
5,7,16,R,R,R
5,7,17,N,L,R
5,7,18,N,L,R
5,7,19,R,R,R
5,7,20,P,R,L
5,7,21,P,R,L
5,7,22,R,R,R
5,7,23,N,L,R
5,7,24,L,L,L
5,7,25,L,L,L
5,7,26,N,L,R
5,7,27,P,R,L
5,7,28,P,R,L
5,7,29,R,R,R
5,7,30,L,L,L
5,7,31,P,R,L
5,7,32,L,L,L
5,7,33,R,R,R
5,7,34,N,L,R
5,7,35,N,L,R
5,7,36,N,L,R
5,7,37,L,L,L
5,7,38,L,L,L
5,7,39,P,R,L
5,7,40,R,R,R
5,7,41,P,R,L
5,7,42,N,L,R
5,7,43,R,R,R
5,7,44,P,R,L
5,7,45,P,R,L
5,7,46,N,L,R
5,7,47,R,R,R
5,7,48,L,L,L
5,7,49,L,L,L
5,7,50,N,L,R
5,7,51,R,R,R
5,7,52,P,R,L
5,7,53,R,R,R
5,7,54,N,L,R
5,7,55,P,R,L
5,7,56,P,R,L
5,7,57,N,L,R
5,7,58,N,L,R
5,7,59,N,L,R
5,7,60,N,L,R
5,7,61,L,L,L
5,7,62,P,R,L
5,7,63,P,R,L
5,7,64,P,R,L
5,7,65,P,R,L
5,7,66,L,L,L
5,7,67,N,L,R
5,7,68,P,R,L
5,7,69,R,R,R
5,7,70,N,L,R
5,7,71,N,L,R
5,7,72,P,R,L
5,7,73,L,L,L
5,7,74,L,L,L
5,7,75,R,R,R
5,7,76,R,R,R
5,7,77,N,L,R
5,7,78,N,L,R
5,7,79,R,R,R
5,7,80,P,R,L
5,7,81,P,R,L
5,7,82,R,R,R
5,7,83,N,L,R
5,7,84,L,L,L
5,7,85,L,L,L
5,7,86,N,L,R
5,7,87,P,R,L
5,7,88,P,R,L
5,7,89,R,R,R
5,7,90,L,L,L
5,7,91,P,R,L
5,7,92,L,L,L
5,7,93,R,R,R
5,7,94,N,L,R
5,7,95,N,L,R
5,7,96,N,L,R
5,7,97,L,L,L
5,7,98,L,L,L
5,7,99,P,R,L
5,7,100,R,R,R
5,8,1,P,R,L
5,8,2,P,R,L
5,8,3,P,R,L
5,8,4,P,R,L
5,8,5,L,L,L
5,8,6,L,L,L
5,8,7,L,L,L
5,8,8,R,R,R
5,8,9,P,R,L
5,8,10,N,L,R
5,8,11,N,L,R
5,8,12,N,L,R
5,8,13,L,L,L
5,8,14,L,L,L
5,8,15,P,R,L
5,8,16,R,R,R
5,8,17,R,R,R
5,8,18,R,R,R
5,8,19,N,L,R
5,8,20,L,L,L
5,8,21,P,R,L
5,8,22,P,R,L
5,8,23,L,L,L
5,8,24,N,L,R
5,8,25,N,L,R
5,8,26,N,L,R
5,8,27,L,L,L
5,8,28,P,R,L
5,8,29,P,R,L
5,8,30,R,R,R
5,8,31,P,R,L
5,8,32,L,L,L
5,8,33,N,L,R
5,8,34,R,R,R
5,8,35,P,R,L
5,8,36,N,L,R
5,8,37,N,L,R
5,8,38,N,L,R
5,8,39,L,L,L
5,8,40,L,L,L
5,8,41,P,R,L
5,8,42,R,R,R
5,8,43,P,R,L
5,8,44,R,R,R
5,8,45,L,L,L
5,8,46,L,L,L
5,8,47,P,R,L
5,8,48,P,R,L
5,8,49,L,L,L
5,8,50,N,L,R
5,8,51,N,L,R
5,8,52,N,L,R
5,8,53,L,L,L
5,8,54,P,R,L
5,8,55,R,R,R
5,8,56,R,R,R
5,8,57,P,R,L
5,8,58,N,L,R
5,8,59,N,L,R
5,8,60,P,R,L
5,8,61,P,R,L
5,8,62,N,L,R
5,8,63,N,L,R
5,8,64,N,L,R
5,8,65,N,L,R
5,8,66,L,L,L
5,8,67,P,R,L
5,8,68,P,R,L
5,8,69,P,R,L
5,8,70,P,R,L
5,8,71,L,L,L
5,8,72,L,L,L
5,8,73,R,R,R
5,8,74,P,R,L
5,8,75,N,L,R
5,8,76,N,L,R
5,8,77,N,L,R
5,8,78,L,L,L
5,8,79,L,L,L
5,8,80,P,R,L
5,8,81,R,R,R
5,8,82,R,R,R
5,8,83,R,R,R
5,8,84,N,L,R
5,8,85,L,L,L
5,8,86,P,R,L
5,8,87,P,R,L
5,8,88,L,L,L
5,8,89,N,L,R
5,8,90,N,L,R
5,8,91,N,L,R
5,8,92,L,L,L
5,8,93,P,R,L
5,8,94,P,R,L
5,8,95,R,R,R
5,8,96,P,R,L
5,8,97,L,L,L
5,8,98,N,L,R
5,8,99,R,R,R
5,8,100,P,R,L
5,9,1,P,R,L
5,9,2,P,R,L
5,9,3,P,R,L
5,9,4,P,R,L
5,9,5,L,L,L
5,9,6,L,L,L
5,9,7,L,L,L
5,9,8,P,R,L
5,9,9,R,R,R
5,9,10,L,L,L
5,9,11,N,L,R
5,9,12,N,L,R
5,9,13,N,L,R
5,9,14,L,L,L
5,9,15,L,L,L
5,9,16,P,R,L
5,9,17,R,R,R
5,9,18,N,L,R
5,9,19,R,R,R
5,9,20,N,L,R
5,9,21,L,L,L
5,9,22,P,R,L
5,9,23,P,R,L
5,9,24,L,L,L
5,9,25,P,R,L
5,9,26,N,L,R
5,9,27,L,L,L
5,9,28,R,R,R
5,9,29,P,R,L
5,9,30,L,L,L
5,9,31,R,R,R
5,9,32,N,L,R
5,9,33,L,L,L
5,9,34,N,L,R
5,9,35,N,L,R
5,9,36,P,R,L
5,9,37,R,R,R
5,9,38,R,R,R
5,9,39,L,L,L
5,9,40,R,R,R
5,9,41,L,L,L
5,9,42,P,R,L
5,9,43,L,L,L
5,9,44,P,R,L
5,9,45,P,R,L
5,9,46,N,L,R
5,9,47,N,L,R
5,9,48,P,R,L
5,9,49,N,L,R
5,9,50,L,L,L
5,9,51,R,R,R
5,9,52,P,R,L
5,9,53,N,L,R
5,9,54,N,L,R
5,9,55,N,L,R
5,9,56,P,R,L
5,9,57,N,L,R
5,9,58,L,L,L
5,9,59,P,R,L
5,9,60,R,R,R
5,9,61,N,L,R
5,9,62,P,R,L
5,9,63,P,R,L
5,9,64,P,R,L
5,9,65,P,R,L
5,9,66,P,R,L
5,9,67,L,L,L
5,9,68,N,L,R
5,9,69,N,L,R
5,9,70,N,L,R
5,9,71,N,L,R
5,9,72,N,L,R
5,9,73,N,L,R
5,9,74,N,L,R
5,9,75,P,R,L
5,9,76,P,R,L
5,9,77,P,R,L
5,9,78,P,R,L
5,9,79,P,R,L
5,9,80,N,L,R
5,9,81,L,L,L
5,9,82,L,L,L
5,9,83,P,R,L
5,9,84,R,R,R
5,9,85,P,R,L
5,9,86,N,L,R
5,9,87,N,L,R
5,9,88,N,L,R
5,9,89,L,L,L
5,9,90,L,L,L
5,9,91,P,R,L
5,9,92,R,R,R
5,9,93,N,L,R
5,9,94,R,R,R
5,9,95,N,L,R
5,9,96,L,L,L
5,9,97,P,R,L
5,9,98,P,R,L
5,9,99,L,L,L
5,9,100,P,R,L
5,10,1,P,R,L
5,10,2,P,R,L
5,10,3,P,R,L
5,10,4,P,R,L
5,10,5,L,L,L
5,10,6,L,L,L
5,10,7,L,L,L
5,10,8,P,R,L
5,10,9,P,R,L
5,10,10,N,L,R
5,10,11,L,L,L
5,10,12,N,L,R
5,10,13,N,L,R
5,10,14,N,L,R
5,10,15,P,R,L
5,10,16,L,L,L
5,10,17,P,R,L
5,10,18,N,L,R
5,10,19,N,L,R
5,10,20,N,L,R
5,10,21,N,L,R
5,10,22,L,L,L
5,10,23,P,R,L
5,10,24,P,R,L
5,10,25,P,R,L
5,10,26,P,R,L
5,10,27,N,L,R
5,10,28,P,R,L
5,10,29,P,R,L
5,10,30,L,L,L
5,10,31,L,L,L
5,10,32,P,R,L
5,10,33,N,L,R
5,10,34,N,L,R
5,10,35,N,L,R
5,10,36,L,L,L
5,10,37,L,L,L
5,10,38,N,L,R
5,10,39,N,L,R
5,10,40,P,R,L
5,10,41,L,L,L
5,10,42,N,L,R
5,10,43,P,R,L
5,10,44,P,R,L
5,10,45,N,L,R
5,10,46,N,L,R
5,10,47,P,R,L
5,10,48,P,R,L
5,10,49,P,R,L
5,10,50,P,R,L
5,10,51,P,R,L
5,10,52,L,L,L
5,10,53,N,L,R
5,10,54,N,L,R
5,10,55,L,L,L
5,10,56,L,L,L
5,10,57,N,L,R
5,10,58,N,L,R
5,10,59,N,L,R
5,10,60,N,L,R
5,10,61,L,L,L
5,10,62,P,R,L
5,10,63,P,R,L
5,10,64,P,R,L
5,10,65,P,R,L
5,10,66,L,L,L
5,10,67,L,L,L
5,10,68,P,R,L
5,10,69,P,R,L
5,10,70,N,L,R
5,10,71,N,L,R
5,10,72,N,L,R
5,10,73,N,L,R
5,10,74,N,L,R
5,10,75,P,R,L
5,10,76,P,R,L
5,10,77,P,R,L
5,10,78,N,L,R
5,10,79,N,L,R
5,10,80,L,L,L
5,10,81,L,L,L
5,10,82,L,L,L
5,10,83,P,R,L
5,10,84,P,R,L
5,10,85,N,L,R
5,10,86,L,L,L
5,10,87,N,L,R
5,10,88,P,R,L
5,10,89,P,R,L
5,10,90,P,R,L
5,10,91,L,L,L
5,10,92,P,R,L
5,10,93,N,L,R
5,10,94,N,L,R
5,10,95,N,L,R
5,10,96,N,L,R
5,10,97,L,L,L
5,10,98,N,L,R
5,10,99,N,L,R
5,10,100,P,R,L
6,1,1,R,R,R
6,1,2,R,R,R
6,1,3,R,R,R
6,1,4,R,R,R
6,1,5,R,R,R
6,1,6,N,L,R
6,1,7,R,R,R
6,1,8,R,R,R
6,1,9,R,R,R
6,1,10,R,R,R
6,1,11,R,R,R
6,1,12,R,R,R
6,1,13,R,R,R
6,1,14,R,R,R
6,1,15,R,R,R
6,1,16,R,R,R
6,1,17,R,R,R
6,1,18,R,R,R
6,1,19,R,R,R
6,1,20,R,R,R
6,1,21,R,R,R
6,1,22,R,R,R
6,1,23,R,R,R
6,1,24,R,R,R
6,1,25,R,R,R
6,1,26,R,R,R
6,1,27,R,R,R
6,1,28,R,R,R
6,1,29,R,R,R
6,1,30,R,R,R
6,1,31,R,R,R
6,1,32,R,R,R
6,1,33,R,R,R
6,1,34,R,R,R
6,1,35,R,R,R
6,1,36,R,R,R
6,1,37,R,R,R
6,1,38,R,R,R
6,1,39,R,R,R
6,1,40,R,R,R
6,1,41,R,R,R
6,1,42,R,R,R
6,1,43,R,R,R
6,1,44,R,R,R
6,1,45,R,R,R
6,1,46,R,R,R
6,1,47,R,R,R
6,1,48,R,R,R
6,1,49,R,R,R
6,1,50,R,R,R
6,1,51,R,R,R
6,1,52,R,R,R
6,1,53,R,R,R
6,1,54,R,R,R
6,1,55,R,R,R
6,1,56,R,R,R
6,1,57,R,R,R
6,1,58,R,R,R
6,1,59,R,R,R
6,1,60,R,R,R
6,1,61,R,R,R
6,1,62,R,R,R
6,1,63,R,R,R
6,1,64,R,R,R
6,1,65,R,R,R
6,1,66,R,R,R
6,1,67,R,R,R
6,1,68,R,R,R
6,1,69,R,R,R
6,1,70,R,R,R
6,1,71,R,R,R
6,1,72,R,R,R
6,1,73,R,R,R
6,1,74,R,R,R
6,1,75,R,R,R
6,1,76,R,R,R
6,1,77,R,R,R
6,1,78,R,R,R
6,1,79,R,R,R
6,1,80,R,R,R
6,1,81,R,R,R
6,1,82,R,R,R
6,1,83,R,R,R
6,1,84,R,R,R
6,1,85,R,R,R
6,1,86,R,R,R
6,1,87,R,R,R
6,1,88,R,R,R
6,1,89,R,R,R
6,1,90,R,R,R
6,1,91,R,R,R
6,1,92,R,R,R
6,1,93,R,R,R
6,1,94,R,R,R
6,1,95,R,R,R
6,1,96,R,R,R
6,1,97,R,R,R
6,1,98,R,R,R
6,1,99,R,R,R
6,1,100,R,R,R
6,2,1,P,R,L
6,2,2,R,R,R
6,2,3,P,R,L
6,2,4,R,R,R
6,2,5,R,R,R
6,2,6,N,L,R
6,2,7,N,L,R
6,2,8,R,R,R
6,2,9,P,R,L
6,2,10,R,R,R
6,2,11,R,R,R
6,2,12,R,R,R
6,2,13,R,R,R
6,2,14,R,R,R
6,2,15,N,L,R
6,2,16,R,R,R
6,2,17,R,R,R
6,2,18,R,R,R
6,2,19,R,R,R
6,2,20,R,R,R
6,2,21,R,R,R
6,2,22,R,R,R
6,2,23,R,R,R
6,2,24,R,R,R
6,2,25,R,R,R
6,2,26,R,R,R
6,2,27,R,R,R
6,2,28,R,R,R
6,2,29,R,R,R
6,2,30,R,R,R
6,2,31,R,R,R
6,2,32,R,R,R
6,2,33,R,R,R
6,2,34,R,R,R
6,2,35,R,R,R
6,2,36,R,R,R
6,2,37,R,R,R
6,2,38,R,R,R
6,2,39,R,R,R
6,2,40,R,R,R
6,2,41,R,R,R
6,2,42,R,R,R
6,2,43,R,R,R
6,2,44,R,R,R
6,2,45,R,R,R
6,2,46,R,R,R
6,2,47,R,R,R
6,2,48,R,R,R
6,2,49,R,R,R
6,2,50,R,R,R
6,2,51,R,R,R
6,2,52,R,R,R
6,2,53,R,R,R
6,2,54,R,R,R
6,2,55,R,R,R
6,2,56,R,R,R
6,2,57,R,R,R
6,2,58,R,R,R
6,2,59,R,R,R
6,2,60,R,R,R
6,2,61,R,R,R
6,2,62,R,R,R
6,2,63,R,R,R
6,2,64,R,R,R
6,2,65,R,R,R
6,2,66,R,R,R
6,2,67,R,R,R
6,2,68,R,R,R
6,2,69,R,R,R
6,2,70,R,R,R
6,2,71,R,R,R
6,2,72,R,R,R
6,2,73,R,R,R
6,2,74,R,R,R
6,2,75,R,R,R
6,2,76,R,R,R
6,2,77,R,R,R
6,2,78,R,R,R
6,2,79,R,R,R
6,2,80,R,R,R
6,2,81,R,R,R
6,2,82,R,R,R
6,2,83,R,R,R
6,2,84,R,R,R
6,2,85,R,R,R
6,2,86,R,R,R
6,2,87,R,R,R
6,2,88,R,R,R
6,2,89,R,R,R
6,2,90,R,R,R
6,2,91,R,R,R
6,2,92,R,R,R
6,2,93,R,R,R
6,2,94,R,R,R
6,2,95,R,R,R
6,2,96,R,R,R
6,2,97,R,R,R
6,2,98,R,R,R
6,2,99,R,R,R
6,2,100,R,R,R
6,3,1,P,R,L
6,3,2,P,R,L
6,3,3,R,R,R
6,3,4,P,R,L
6,3,5,R,R,R
6,3,6,N,L,R
6,3,7,N,L,R
6,3,8,N,L,R
6,3,9,R,R,R
6,3,10,P,R,L
6,3,11,P,R,L
6,3,12,R,R,R
6,3,13,P,R,L
6,3,14,L,L,L
6,3,15,R,R,R
6,3,16,N,L,R
6,3,17,L,L,L
6,3,18,R,R,R
6,3,19,R,R,R
6,3,20,P,R,L
6,3,21,R,R,R
6,3,22,R,R,R
6,3,23,L,L,L
6,3,24,R,R,R
6,3,25,N,L,R
6,3,26,L,L,L
6,3,27,R,R,R
6,3,28,R,R,R
6,3,29,L,L,L
6,3,30,R,R,R
6,3,31,R,R,R
6,3,32,L,L,L
6,3,33,R,R,R
6,3,34,R,R,R
6,3,35,L,L,L
6,3,36,R,R,R
6,3,37,R,R,R
6,3,38,L,L,L
6,3,39,R,R,R
6,3,40,R,R,R
6,3,41,L,L,L
6,3,42,R,R,R
6,3,43,R,R,R
6,3,44,L,L,L
6,3,45,R,R,R
6,3,46,R,R,R
6,3,47,L,L,L
6,3,48,R,R,R
6,3,49,R,R,R
6,3,50,L,L,L
6,3,51,R,R,R
6,3,52,R,R,R
6,3,53,L,L,L
6,3,54,R,R,R
6,3,55,R,R,R
6,3,56,L,L,L
6,3,57,R,R,R
6,3,58,R,R,R
6,3,59,L,L,L
6,3,60,R,R,R
6,3,61,R,R,R
6,3,62,L,L,L
6,3,63,R,R,R
6,3,64,R,R,R
6,3,65,L,L,L
6,3,66,R,R,R
6,3,67,R,R,R
6,3,68,L,L,L
6,3,69,R,R,R
6,3,70,R,R,R
6,3,71,L,L,L
6,3,72,R,R,R
6,3,73,R,R,R
6,3,74,L,L,L
6,3,75,R,R,R
6,3,76,R,R,R
6,3,77,L,L,L
6,3,78,R,R,R
6,3,79,R,R,R
6,3,80,L,L,L
6,3,81,R,R,R
6,3,82,R,R,R
6,3,83,L,L,L
6,3,84,R,R,R
6,3,85,R,R,R
6,3,86,L,L,L
6,3,87,R,R,R
6,3,88,R,R,R
6,3,89,L,L,L
6,3,90,R,R,R
6,3,91,R,R,R
6,3,92,L,L,L
6,3,93,R,R,R
6,3,94,R,R,R
6,3,95,L,L,L
6,3,96,R,R,R
6,3,97,R,R,R
6,3,98,L,L,L
6,3,99,R,R,R
6,3,100,R,R,R
6,4,1,P,R,L
6,4,2,P,R,L
6,4,3,P,R,L
6,4,4,R,R,R
6,4,5,P,R,L
6,4,6,N,L,R
6,4,7,N,L,R
6,4,8,N,L,R
6,4,9,R,R,R
6,4,10,R,R,R
6,4,11,L,L,L
6,4,12,P,R,L
6,4,13,R,R,R
6,4,14,L,L,L
6,4,15,L,L,L
6,4,16,R,R,R
6,4,17,N,L,R
6,4,18,L,L,L
6,4,19,P,R,L
6,4,20,R,R,R
6,4,21,L,L,L
6,4,22,P,R,L
6,4,23,R,R,R
6,4,24,N,L,R
6,4,25,P,R,L
6,4,26,R,R,R
6,4,27,N,L,R
6,4,28,L,L,L
6,4,29,P,R,L
6,4,30,N,L,R
6,4,31,L,L,L
6,4,32,P,R,L
6,4,33,R,R,R
6,4,34,N,L,R
6,4,35,P,R,L
6,4,36,R,R,R
6,4,37,N,L,R
6,4,38,L,L,L
6,4,39,P,R,L
6,4,40,N,L,R
6,4,41,L,L,L
6,4,42,P,R,L
6,4,43,R,R,R
6,4,44,N,L,R
6,4,45,P,R,L
6,4,46,R,R,R
6,4,47,N,L,R
6,4,48,L,L,L
6,4,49,P,R,L
6,4,50,N,L,R
6,4,51,L,L,L
6,4,52,P,R,L
6,4,53,R,R,R
6,4,54,N,L,R
6,4,55,P,R,L
6,4,56,R,R,R
6,4,57,N,L,R
6,4,58,L,L,L
6,4,59,P,R,L
6,4,60,N,L,R
6,4,61,L,L,L
6,4,62,P,R,L
6,4,63,R,R,R
6,4,64,N,L,R
6,4,65,P,R,L
6,4,66,R,R,R
6,4,67,N,L,R
6,4,68,L,L,L
6,4,69,P,R,L
6,4,70,N,L,R
6,4,71,L,L,L
6,4,72,P,R,L
6,4,73,R,R,R
6,4,74,N,L,R
6,4,75,P,R,L
6,4,76,R,R,R
6,4,77,N,L,R
6,4,78,L,L,L
6,4,79,P,R,L
6,4,80,N,L,R
6,4,81,L,L,L
6,4,82,P,R,L
6,4,83,R,R,R
6,4,84,N,L,R
6,4,85,P,R,L
6,4,86,R,R,R
6,4,87,N,L,R
6,4,88,L,L,L
6,4,89,P,R,L
6,4,90,N,L,R
6,4,91,L,L,L
6,4,92,P,R,L
6,4,93,R,R,R
6,4,94,N,L,R
6,4,95,P,R,L
6,4,96,R,R,R
6,4,97,N,L,R
6,4,98,L,L,L
6,4,99,P,R,L
6,4,100,N,L,R
6,5,1,P,R,L
6,5,2,P,R,L
6,5,3,P,R,L
6,5,4,P,R,L
6,5,5,R,R,R
6,5,6,L,L,L
6,5,7,N,L,R
6,5,8,N,L,R
6,5,9,R,R,R
6,5,10,R,R,R
6,5,11,R,R,R
6,5,12,L,L,L
6,5,13,P,R,L
6,5,14,N,L,R
6,5,15,N,L,R
6,5,16,P,R,L
6,5,17,P,R,L
6,5,18,N,L,R
6,5,19,P,R,L
6,5,20,R,R,R
6,5,21,R,R,R
6,5,22,N,L,R
6,5,23,L,L,L
6,5,24,N,L,R
6,5,25,L,L,L
6,5,26,R,R,R
6,5,27,P,R,L
6,5,28,P,R,L
6,5,29,L,L,L
6,5,30,R,R,R
6,5,31,N,L,R
6,5,32,R,R,R
6,5,33,N,L,R
6,5,34,P,R,L
6,5,35,L,L,L
6,5,36,R,R,R
6,5,37,R,R,R
6,5,38,P,R,L
6,5,39,N,L,R
6,5,40,N,L,R
6,5,41,L,L,L
6,5,42,R,R,R
6,5,43,R,R,R
6,5,44,P,R,L
6,5,45,P,R,L
6,5,46,R,R,R
6,5,47,N,L,R
6,5,48,R,R,R
6,5,49,R,R,R
6,5,50,L,L,L
6,5,51,L,L,L
6,5,52,P,R,L
6,5,53,R,R,R
6,5,54,R,R,R
6,5,55,R,R,R
6,5,56,N,L,R
6,5,57,N,L,R
6,5,58,N,L,R
6,5,59,R,R,R
6,5,60,P,R,L
6,5,61,P,R,L
6,5,62,P,R,L
6,5,63,P,R,L
6,5,64,N,L,R
6,5,65,R,R,R
6,5,66,L,L,L
6,5,67,N,L,R
6,5,68,N,L,R
6,5,69,P,R,L
6,5,70,R,R,R
6,5,71,R,R,R
6,5,72,L,L,L
6,5,73,P,R,L
6,5,74,N,L,R
6,5,75,N,L,R
6,5,76,P,R,L
6,5,77,P,R,L
6,5,78,N,L,R
6,5,79,P,R,L
6,5,80,R,R,R
6,5,81,R,R,R
6,5,82,N,L,R
6,5,83,L,L,L
6,5,84,N,L,R
6,5,85,L,L,L
6,5,86,R,R,R
6,5,87,P,R,L
6,5,88,P,R,L
6,5,89,L,L,L
6,5,90,R,R,R
6,5,91,N,L,R
6,5,92,R,R,R
6,5,93,N,L,R
6,5,94,P,R,L
6,5,95,L,L,L
6,5,96,R,R,R
6,5,97,R,R,R
6,5,98,P,R,L
6,5,99,N,L,R
6,5,100,N,L,R
6,6,1,P,R,L
6,6,2,P,R,L
6,6,3,P,R,L
6,6,4,P,R,L
6,6,5,P,R,L
6,6,6,N,L,R
6,6,7,L,L,L
6,6,8,N,L,R
6,6,9,R,R,R
6,6,10,R,R,R
6,6,11,L,L,L
6,6,12,R,R,R
6,6,13,L,L,L
6,6,14,L,L,L
6,6,15,N,L,R
6,6,16,R,R,R
6,6,17,N,L,R
6,6,18,R,R,R
6,6,19,L,L,L
6,6,20,P,R,L
6,6,21,R,R,R
6,6,22,R,R,R
6,6,23,P,R,L
6,6,24,R,R,R
6,6,25,L,L,L
6,6,26,L,L,L
6,6,27,P,R,L
6,6,28,R,R,R
6,6,29,R,R,R
6,6,30,R,R,R
6,6,31,L,L,L
6,6,32,N,L,R
6,6,33,N,L,R
6,6,34,R,R,R
6,6,35,N,L,R
6,6,36,R,R,R
6,6,37,L,L,L
6,6,38,P,R,L
6,6,39,L,L,L
6,6,40,R,R,R
6,6,41,R,R,R
6,6,42,R,R,R
6,6,43,L,L,L
6,6,44,R,R,R
6,6,45,P,R,L
6,6,46,R,R,R
6,6,47,P,R,L
6,6,48,R,R,R
6,6,49,L,L,L
6,6,50,N,L,R
6,6,51,L,L,L
6,6,52,R,R,R
6,6,53,N,L,R
6,6,54,R,R,R
6,6,55,L,L,L
6,6,56,R,R,R
6,6,57,N,L,R
6,6,58,R,R,R
6,6,59,L,L,L
6,6,60,R,R,R
6,6,61,L,L,L
6,6,62,P,R,L
6,6,63,P,R,L
6,6,64,R,R,R
6,6,65,P,R,L
6,6,66,R,R,R
6,6,67,L,L,L
6,6,68,N,L,R
6,6,69,R,R,R
6,6,70,R,R,R
6,6,71,L,L,L
6,6,72,R,R,R
6,6,73,L,L,L
6,6,74,L,L,L
6,6,75,N,L,R
6,6,76,R,R,R
6,6,77,N,L,R
6,6,78,R,R,R
6,6,79,L,L,L
6,6,80,P,R,L
6,6,81,R,R,R
6,6,82,R,R,R
6,6,83,P,R,L
6,6,84,R,R,R
6,6,85,L,L,L
6,6,86,L,L,L
6,6,87,P,R,L
6,6,88,R,R,R
6,6,89,R,R,R
6,6,90,R,R,R
6,6,91,L,L,L
6,6,92,N,L,R
6,6,93,N,L,R
6,6,94,R,R,R
6,6,95,N,L,R
6,6,96,R,R,R
6,6,97,L,L,L
6,6,98,P,R,L
6,6,99,L,L,L
6,6,100,R,R,R
6,7,1,P,R,L
6,7,2,P,R,L
6,7,3,P,R,L
6,7,4,P,R,L
6,7,5,P,R,L
6,7,6,L,L,L
6,7,7,N,L,R
6,7,8,L,L,L
6,7,9,R,R,R
6,7,10,R,R,R
6,7,11,N,L,R
6,7,12,L,L,L
6,7,13,P,R,L
6,7,14,L,L,L
6,7,15,L,L,L
6,7,16,R,R,R
6,7,17,R,R,R
6,7,18,N,L,R
6,7,19,P,R,L
6,7,20,N,L,R
6,7,21,L,L,L
6,7,22,P,R,L
6,7,23,R,R,R
6,7,24,N,L,R
6,7,25,L,L,L
6,7,26,R,R,R
6,7,27,N,L,R
6,7,28,L,L,L
6,7,29,R,R,R
6,7,30,R,R,R
6,7,31,L,L,L
6,7,32,P,R,L
6,7,33,R,R,R
6,7,34,L,L,L
6,7,35,P,R,L
6,7,36,R,R,R
6,7,37,N,L,R
6,7,38,L,L,L
6,7,39,R,R,R
6,7,40,N,L,R
6,7,41,L,L,L
6,7,42,P,R,L
6,7,43,R,R,R
6,7,44,L,L,L
6,7,45,P,R,L
6,7,46,R,R,R
6,7,47,N,L,R
6,7,48,L,L,L
6,7,49,R,R,R
6,7,50,N,L,R
6,7,51,L,L,L
6,7,52,P,R,L
6,7,53,R,R,R
6,7,54,L,L,L
6,7,55,P,R,L
6,7,56,R,R,R
6,7,57,N,L,R
6,7,58,L,L,L
6,7,59,R,R,R
6,7,60,N,L,R
6,7,61,L,L,L
6,7,62,P,R,L
6,7,63,R,R,R
6,7,64,L,L,L
6,7,65,P,R,L
6,7,66,R,R,R
6,7,67,N,L,R
6,7,68,L,L,L
6,7,69,R,R,R
6,7,70,N,L,R
6,7,71,L,L,L
6,7,72,P,R,L
6,7,73,R,R,R
6,7,74,L,L,L
6,7,75,P,R,L
6,7,76,R,R,R
6,7,77,N,L,R
6,7,78,L,L,L
6,7,79,R,R,R
6,7,80,N,L,R
6,7,81,L,L,L
6,7,82,P,R,L
6,7,83,R,R,R
6,7,84,L,L,L
6,7,85,P,R,L
6,7,86,R,R,R
6,7,87,N,L,R
6,7,88,L,L,L
6,7,89,R,R,R
6,7,90,N,L,R
6,7,91,L,L,L
6,7,92,P,R,L
6,7,93,R,R,R
6,7,94,L,L,L
6,7,95,P,R,L
6,7,96,R,R,R
6,7,97,N,L,R
6,7,98,L,L,L
6,7,99,R,R,R
6,7,100,N,L,R
6,8,1,P,R,L
6,8,2,P,R,L
6,8,3,P,R,L
6,8,4,P,R,L
6,8,5,P,R,L
6,8,6,L,L,L
6,8,7,L,L,L
6,8,8,N,L,R
6,8,9,P,R,L
6,8,10,R,R,R
6,8,11,N,L,R
6,8,12,N,L,R
6,8,13,L,L,L
6,8,14,L,L,L
6,8,15,L,L,L
6,8,16,P,R,L
6,8,17,R,R,R
6,8,18,R,R,R
6,8,19,N,L,R
6,8,20,P,R,L
6,8,21,L,L,L
6,8,22,L,L,L
6,8,23,P,R,L
6,8,24,P,R,L
6,8,25,N,L,R
6,8,26,N,L,R
6,8,27,L,L,L
6,8,28,L,L,L
6,8,29,P,R,L
6,8,30,P,R,L
6,8,31,R,R,R
6,8,32,R,R,R
6,8,33,N,L,R
6,8,34,N,L,R
6,8,35,L,L,L
